CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
45592039,M86.331,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no,M863,"Chronic multifocal osteomyelitis, right radius and ulna",Condition,ICD10CM,4344376,Chronic multifocal osteomyelitis
45592039,M86.331,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no,M863,"Chronic multifocal osteomyelitis, right radius and ulna",Condition,ICD10CM,134454,Chronic osteomyelitis of forearm
45592040,M86.38,"Chronic multifocal osteomyelitis, other site",musculoskeletal,no,M863,"Chronic multifocal osteomyelitis, other site",Condition,ICD10CM,4344376,Chronic multifocal osteomyelitis
45592041,M86.49,"Chronic osteomyelitis with draining sinus, multiple sites",musculoskeletal,no,M864,"Chronic osteomyelitis with draining sinus, multiple sites",Condition,ICD10CM,4347296,Chronic osteomyelitis with draining sinus
45592042,M86.50,"Other chronic hematogenous osteomyelitis, unspecified site",musculoskeletal,no,M865,"Other chronic hematogenous osteomyelitis, unspecified site",Condition,ICD10CM,134735,Chronic osteomyelitis
45592043,M86.529,"Other chronic hematogenous osteomyelitis, unspecified  humerus",musculoskeletal,no,M865,"Other chronic hematogenous osteomyelitis, unspecified humerus",Condition,ICD10CM,136205,Chronic osteomyelitis of upper arm
45592044,M86.552,"Other chronic hematogenous osteomyelitis, left thigh",musculoskeletal,no,M865,"Other chronic hematogenous osteomyelitis, left femur",Condition,ICD10CM,4122186,Chronic osteomyelitis of hip
45592045,M86.652,"Other chronic osteomyelitis, left thigh",musculoskeletal,no,M866,"Other chronic osteomyelitis, left thigh",Condition,ICD10CM,4122186,Chronic osteomyelitis of hip
45592046,M86.671,"Other chronic osteomyelitis, right ankle and foot",musculoskeletal,no,M866,"Other chronic osteomyelitis, right ankle and foot",Condition,ICD10CM,137077,Chronic osteomyelitis of ankle and/or foot
45592047,M87.011,Idiopathic aseptic necrosis of right shoulder,musculoskeletal,no,M870,Idiopathic aseptic necrosis of right shoulder,Condition,ICD10CM,4326828,Aseptic necrosis of bone of upper limb
45592048,M87.036,Idiopathic aseptic necrosis of unspecified ulna,musculoskeletal,no,M870,Idiopathic aseptic necrosis of unspecified ulna,Condition,ICD10CM,4326828,Aseptic necrosis of bone of upper limb
45592065,M88.831,Osteitis deformans of right forearm,musculoskeletal,no,M88,Osteitis deformans of right forearm,Condition,ICD10CM,75910,Osteitis deformans
45592066,M88.851,Osteitis deformans of right thigh,musculoskeletal,no,M88,Osteitis deformans of right thigh,Condition,ICD10CM,4002990,Paget's disease-femur
45592067,M89.00,"Algoneurodystrophy, unspecified site",musculoskeletal,no,M890,"Algoneurodystrophy, unspecified site",Condition,ICD10CM,4134577,Complex regional pain syndrome
45592068,M89.049,"Algoneurodystrophy, unspecified hand",musculoskeletal,no,M890,"Algoneurodystrophy, unspecified hand",Condition,ICD10CM,42536260,Complex regional pain syndrome of hand
45592069,M89.08,"Algoneurodystrophy, other site",musculoskeletal,no,M890,"Algoneurodystrophy, other site",Condition,ICD10CM,4134577,Complex regional pain syndrome
45592079,M89.451,"Other hypertrophic osteoarthropathy, right thigh",musculoskeletal,no,M894,"Other hypertrophic osteoarthropathy, right thigh",Condition,ICD10CM,74731,Hypertrophic osteoarthropathy
45592080,M89.452,"Other hypertrophic osteoarthropathy, left thigh",musculoskeletal,no,M894,"Other hypertrophic osteoarthropathy, left thigh",Condition,ICD10CM,74731,Hypertrophic osteoarthropathy
45592081,M89.472,"Other hypertrophic osteoarthropathy, left ankle and foot",musculoskeletal,no,M894,"Other hypertrophic osteoarthropathy, left ankle and foot",Condition,ICD10CM,74731,Hypertrophic osteoarthropathy
45592085,M89.722,"Major osseous defect, left humerus",musculoskeletal,no,M897,"Major osseous defect, left humerus",Condition,ICD10CM,75909,Disorder of bone
45592086,M89.742,"Major osseous defect, left hand",musculoskeletal,no,M897,"Major osseous defect, left hand",Condition,ICD10CM,77635,Disorder of hand
45592086,M89.742,"Major osseous defect, left hand",musculoskeletal,no,M897,"Major osseous defect, left hand",Condition,ICD10CM,75909,Disorder of bone
45592092,M90.611,"Osteitis deformans in neoplastic diseases, right shoulder",musculoskeletal,yes,M906,"Osteitis deformans in neoplastic diseases, right shoulder",Condition,ICD10CM,4003466,Osteitis deformans in neoplastic disease
45592093,M90.629,"Osteitis deformans in neoplastic diseases, unspecified upper arm",musculoskeletal,yes,M906,"Osteitis deformans in neoplastic diseases, unspecified upper arm",Condition,ICD10CM,4003466,Osteitis deformans in neoplastic disease
45592094,M90.632,"Osteitis deformans in neoplastic diseases, left forearm",musculoskeletal,yes,M906,"Osteitis deformans in neoplastic diseases, left forearm",Condition,ICD10CM,4003466,Osteitis deformans in neoplastic disease
45592095,M90.649,"Osteitis deformans in neoplastic diseases, unspecified hand",musculoskeletal,yes,M906,"Osteitis deformans in neoplastic diseases, unspecified hand",Condition,ICD10CM,4003466,Osteitis deformans in neoplastic disease
45592096,M90.69,"Osteitis deformans in neoplastic diseases, multiple sites",musculoskeletal,yes,M906,"Osteitis deformans in neoplastic diseases, multiple sites",Condition,ICD10CM,4003466,Osteitis deformans in neoplastic disease
45592097,M90.821,"Osteopathy in diseases classified elsewhere, right upper arm",musculoskeletal,no,M908,"Osteopathy in diseases classified elsewhere, right upper arm",Condition,ICD10CM,75909,Disorder of bone
45592097,M90.821,"Osteopathy in diseases classified elsewhere, right upper arm",musculoskeletal,no,M908,"Osteopathy in diseases classified elsewhere, right upper arm",Condition,ICD10CM,76191,Disorder of upper arm
45592133,N39.42,Incontinence without sensory awareness,renal ,no,N3942,Incontinence without sensory awareness,Condition,ICD10CM,40490423,Incontinence without sensory awareness
45592135,N39.498,Other specified urinary incontinence,renal ,no,N39498,Other specified urinary incontinence,Condition,ICD10CM,197672,Urinary incontinence
45592156,N90.812,Female genital mutilation Type II status,genitourinary,no,N9081,Female genital mutilation Type II status,Condition,ICD10CM,45757401,Female genital mutilation type 2
45592163,N99.114,"Postprocedural urethral stricture, male, unspecified",genitourinary,no,N99114,"Postprocedural urethral stricture, male, unspecified",Condition,ICD10CM,194996,Postoperative urethral stricture
45592387,Q71.52,Longitudinal reduction defect of left ulna,musculoskeletal,no,Q715,Longitudinal reduction defect of left ulna,Condition,ICD10CM,435653,Longitudinal deficiency of ulna
45592389,Q71.893,Other reduction defects of bilateral upper limb,musculoskeletal,no,Q7189,"Other reduction defects of upper limb, bilateral",Condition,ICD10CM,80210,Reduction deformity of upper limb
45592391,Q76.411,"Congenital kyphosis, occipito-atlanto-axial region",musculoskeletal,no,Q764,"Congenital kyphosis, occipito-atlanto-axial region",Condition,ICD10CM,4322951,Congenital kyphosis
45592593,S14.117S,"Complete lesion at C7 level of cervical spinal cord, sequela",neurological,yes,S1411,"Complete lesion at C7 level of cervical spinal cord, sequela",Condition,ICD10CM,438905,Late effect of spinal cord injury
45592594,S14.121S,"Central cord syndrome at C1 level of cervical spinal cord, sequela",neurological,yes,S1412,"Central cord syndrome at C1 level of cervical spinal cord, sequela",Condition,ICD10CM,438905,Late effect of spinal cord injury
45592596,S14.152S,"Other incomplete lesion at C2 level of cervical spinal cord, sequela",neurological,yes,S1415,"Other incomplete lesion at C2 level of cervical spinal cord, sequela",Condition,ICD10CM,438905,Late effect of spinal cord injury
45592597,S14.153D,"Other incomplete lesion at C3 level of cervical spinal cord, subsequent encounter",neurological,yes,S1415,"Other incomplete lesion at C3 level of cervical spinal cord, subsequent encounter",Condition,ICD10CM,4226266,Cervical spinal cord injury
45592598,S14.156D,"Other incomplete lesion at C6 level of cervical spinal cord, subsequent encounter",neurological,yes,S1415,"Other incomplete lesion at C6 level of cervical spinal cord, subsequent encounter",Condition,ICD10CM,4226266,Cervical spinal cord injury
45592803,S34.122D,"Inomplete lesion of L2 level of lumbar spinal cord, subsequent encounter",neurological,yes,S3412,"Incomplete lesion of L2 level of lumbar spinal cord, subsequent encounter",Condition,ICD10CM,36717576,Injury of lumbar spinal cord
45592804,S34.123D,"Inomplete lesion of L3 level of lumbar spinal cord, subsequent encounter",neurological,yes,S3412,"Incomplete lesion of L3 level of lumbar spinal cord, subsequent encounter",Condition,ICD10CM,36717576,Injury of lumbar spinal cord
45592805,S34.132D,"Incomplete lesion of sacral spinal cord, subsequent encounter",neurological,yes,S3413,"Incomplete lesion of sacral spinal cord, subsequent encounter",Condition,ICD10CM,36716598,Incomplete injury of sacral spinal cord
45592806,S34.132S,"Incomplete lesion of sacral spinal cord, sequela",neurological,yes,S3413,"Incomplete lesion of sacral spinal cord, sequela",Condition,ICD10CM,438905,Late effect of spinal cord injury
45592807,S34.139A,"Unspecified injury to sacral spinal cord, initial encounter",neurological,yes,S3413,"Unspecified injury to sacral spinal cord, initial encounter",Condition,ICD10CM,40489826,Traumatic injury of sacral spinal cord
45592809,S34.3XXA,"Injury of cauda equina, initial encounter",neurological,yes,S343,"Injury of cauda equina, initial encounter",Condition,ICD10CM,4044402,Injury of cauda equina
45593030,S48.012S,"Complete traumatic amputation at left shoulder joint, sequela",musculoskeletal,no,S4801,"Complete traumatic amputation at left shoulder joint, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593031,S48.022D,"Partial traumatic amputation at left shoulder joint, subsequent encounter",musculoskeletal,no,S4802,"Partial traumatic amputation at left shoulder joint, subsequent encounter",Condition,ICD10CM,4053128,"Traumatic amputation, through shoulder"
45593032,S48.022S,"Partial traumatic amputation at left shoulder joint, sequela",musculoskeletal,no,S4802,"Partial traumatic amputation at left shoulder joint, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593033,S48.921A,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",musculoskeletal,no,S4892,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",Condition,ICD10CM,4320024,Traumatic amputation of arm
45593034,S48.922D,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",musculoskeletal,no,S4892,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",Condition,ICD10CM,4320024,Traumatic amputation of arm
45593035,S48.929S,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",musculoskeletal,no,S4892,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593306,S58.011A,"Complete traumatic amputation at elbow level, right arm, initial encounter",musculoskeletal,no,S5801,"Complete traumatic amputation at elbow level, right arm, initial encounter",Condition,ICD10CM,4051297,"Traumatic amputation, through elbow"
45593307,S58.011S,"Complete traumatic amputation at elbow level, right arm, sequela",musculoskeletal,no,S5801,"Complete traumatic amputation at elbow level, right arm, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593308,S58.012S,"Complete traumatic amputation at elbow level, left arm, sequela",musculoskeletal,no,S5801,"Complete traumatic amputation at elbow level, left arm, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593309,S58.922D,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",musculoskeletal,no,S5892,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",Condition,ICD10CM,4050389,"Traumatic amputation, below elbow"
45593309,S58.922D,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",musculoskeletal,no,S5892,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",Condition,ICD10CM,36686263,Open wound of left forearm
45593630,S68.412S,"Complete traumatic amputation of left hand at wrist level, sequela",musculoskeletal,no,S6841,"Complete traumatic amputation of left hand at wrist level, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45593631,S68.429D,"Partial traumatic amputation of unspecified hand at wrist level, subsequent encounter",musculoskeletal,no,S6842,"Partial traumatic amputation of unspecified hand at wrist level, subsequent encounter",Condition,ICD10CM,4051298,"Traumatic amputation, through wrist"
45593854,S78.122A,"Partial traumatic amputation at level between left hip and knee, initial encounter",musculoskeletal,no,S7812,"Partial traumatic amputation at level between left hip and knee, initial encounter",Condition,ICD10CM,4051439,"Traumatic amputation, through thigh"
45593855,S78.919S,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, sequela",musculoskeletal,no,S7891,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45594130,S88.012S,"Complete traumatic amputation at knee level, left lower leg, sequela",musculoskeletal,no,S8801,"Complete traumatic amputation at knee level, left lower leg, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45594131,S88.919D,"Complete traumatic amputation of unspecified lower leg, level unspecified, subsequent encounter",musculoskeletal,no,S8891,"Complete traumatic amputation of unspecified lower leg, level unspecified, subsequent encounter",Condition,ICD10CM,4318111,Traumatic amputation of lower extremity
45594336,S98.011S,"Complete traumatic amputation of right foot at ankle level, sequela",musculoskeletal,no,S9801,"Complete traumatic amputation of right foot at ankle level, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
45594337,S98.012S,"Complete traumatic amputation of left foot at ankle level, sequela",musculoskeletal,no,S9801,"Complete traumatic amputation of left foot at ankle level, sequela",Condition,ICD10CM,434512,Late effect of traumatic amputation
